Pl 1 hand,Pl 2 hand,Round,Surface,Best of,Final TB?,Year,target
R,R,F,Hard,3,1,2025,0
R,R,F,Clay,3,1,2025,0
L,R,SF,Hard,3,1,2025,1
R,R,SF,Clay,3,1,2025,0
R,L,QF,Hard,3,1,2025,0
R,R,QF,Clay,3,1,2025,0
R,R,R16,Hard,3,1,2025,0
R,R,R16,Hard,3,1,2025,0
R,L,R16,Clay,3,1,2025,1
R,R,R16,Clay,3,1,2025,0
R,R,R16,Clay,3,1,2025,0
R,L,R16,Hard,3,1,2025,0
R,R,R32,Clay,3,1,2025,0
R,R,R32,Clay,3,1,2025,1
R,L,R16,Clay,3,1,2025,1
R,R,R32,Hard,3,1,2025,0
R,R,F,Hard,3,1,2025,0
R,L,F,Hard,3,1,2025,0
R,R,SF,Hard,3,1,2025,0
R,L,SF,Hard,3,1,2025,1
L,R,SF,Hard,3,1,2025,1
R,L,QF,Hard,3,1,2025,0
R,R,QF,Hard,3,1,2025,0
R,R,QF,Hard,3,1,2025,0
L,R,QF,Hard,3,1,2025,1
R,R,R16,Hard,3,1,2025,0
R,R,R16,Hard,3,1,2025,0
R,R,R16,Hard,3,1,2025,1
R,R,R16,Hard,3,1,2025,0
R,R,R16,Hard,3,1,2025,1
R,R,R32,Hard,3,1,2025,1
R,R,R16,Hard,3,1,2025,1
R,R,R16,Hard,3,1,2025,0
R,R,R32,Hard,3,1,2025,1
R,R,R32,Hard,3,1,2025,0
R,R,R32,Hard,3,1,2025,0
R,R,R32,Hard,3,1,2025,0
R,R,R32,Hard,3,1,2025,1
R,R,R32,Hard,3,1,2025,1
L,L,R32,Hard,3,1,2025,1
R,R,R32,Hard,3,1,2025,1
R,R,R32,Hard,3,1,2025,1
R,R,SF,Hard,3,1,2025,0
R,R,SF,Hard,3,1,2025,1
L,R,RR,Hard,3,1,2025,1
R,R,RR,Hard,3,1,2025,0
R,R,QF,Hard,3,1,2025,0
R,R,QF,Hard,3,1,2025,1
R,R,R16,Hard,3,1,2025,1
R,R,R16,Hard,3,1,2025,1
R,R,R16,Hard,3,1,2025,0
R,R,R32,Hard,3,1,2025,1
R,L,R32,Hard,3,1,2025,1
R,R,F,Hard,5,A,2025,1
R,R,R32,Hard,3,1,2025,0
R,R,SF,Hard,5,A,2025,0
R,L,SF,Hard,5,A,2025,1
R,L,QF,Hard,5,A,2025,0
R,R,QF,Hard,5,A,2025,1
R,R,QF,Hard,5,A,2025,1
R,R,QF,Hard,5,A,2025,1
R,R,R16,Hard,5,A,2025,1
L,R,R16,Hard,5,A,2025,1
L,R,R16,Hard,5,A,2025,0
R,R,R16,Hard,5,A,2025,1
R,R,R32,Hard,5,A,2025,0
R,R,R32,Hard,5,A,2025,0
R,R,R32,Hard,5,A,2025,1
L,R,R32,Hard,5,A,2025,1
R,R,R32,Hard,5,A,2025,1
R,R,R32,Hard,5,A,2025,0
R,R,R32,Hard,5,A,2025,1
L,L,R32,Hard,5,A,2025,0
R,R,R64,Hard,5,A,2025,0
R,R,R64,Hard,5,A,2025,1
R,R,R64,Hard,5,A,2025,1
L,R,R64,Hard,5,A,2025,1
R,R,R64,Hard,5,A,2025,0
R,R,R64,Hard,5,A,2025,1
R,R,Q3,Hard,3,A,2025,0
L,R,R64,Hard,5,A,2025,1
R,R,R64,Hard,5,1,2025,0
R,R,R64,Hard,5,A,2025,0
R,L,R64,Hard,5,A,2025,1
R,R,R64,Hard,5,A,2025,1
R,R,R32,Clay,3,1,2025,1
R,R,R128,Hard,5,A,2025,1
R,R,R128,Hard,5,A,2025,0
R,R,R128,Hard,5,A,2025,0
R,R,R128,Hard,5,A,2025,0
R,R,R128,Hard,5,A,2025,1
R,R,R128,Hard,5,A,2025,0
R,R,R128,Hard,5,A,2025,0
R,R,R128,Hard,5,A,2025,1
L,R,R128,Hard,5,A,2025,0
R,R,R128,Hard,5,A,2025,1
R,R,R128,Hard,5,A,2025,1
R,R,R128,Hard,5,A,2025,0
R,L,R128,Hard,5,A,2025,0
R,R,R128,Hard,5,A,2025,0
R,R,R128,Hard,5,A,2025,1
R,R,R128,Hard,5,A,2025,0
R,L,R128,Hard,5,A,2025,1
R,R,R128,Hard,5,A,2025,1
R,R,F,Hard,3,1,2025,1
R,R,SF,Hard,3,1,2025,1
R,R,R16,Hard,3,1,2025,0
L,R,QF,Hard,3,1,2025,0
R,R,R16,Hard,3,1,2025,1
L,R,R16,Hard,3,1,2025,0
L,R,Q1,Hard,3,A,2025,1
R,R,R32,Hard,3,1,2025,1
R,R,Q1,Hard,3,A,2025,0
L,R,R32,Hard,3,1,2025,1
R,R,F,Hard,3,1,2025,0
R,R,F,Hard,3,1,2025,1
R,R,SF,Hard,3,1,2025,1
R,R,SF,Hard,3,1,2025,1
R,R,SF,Hard,3,1,2025,0
R,R,QF,Hard,3,1,2025,1
R,R,QF,Hard,3,1,2025,1
R,R,QF,Hard,3,1,2025,0
R,R,QF,Hard,3,1,2025,0
R,R,QF,Hard,3,1,2025,1
R,R,QF,Hard,3,1,2025,1
R,R,R16,Hard,3,1,2025,0
R,R,R16,Hard,3,1,2025,0
R,R,R16,Hard,3,1,2025,1
R,R,R16,Hard,3,1,2025,1
R,R,RR,Hard,3,1,2025,0
R,R,R16,Hard,3,1,2025,1
R,R,R32,Hard,3,1,2024,1
R,R,R32,Hard,3,1,2024,1
R,R,RR,Hard,3,1,2024,1
R,R,R32,Hard,3,1,2024,0
R,R,R32,Hard,3,1,2024,1
R,R,R32,Hard,3,1,2024,0
R,R,R32,Hard,3,1,2024,1
L,R,RR,Hard,3,1,2024,0
R,R,RR,Hard,3,1,2024,1
R,R,RR,Hard,3,1,2024,1
R,R,RR,Hard,5,N,2024,0
R,L,RR,Hard,5,N,2024,1
L,R,RR,Hard,5,N,2024,0
R,R,RR,Hard,5,N,2024,1
L,R,RR,Hard,5,N,2024,0
R,R,RR,Hard,5,N,2024,0
R,R,RR,Hard,5,N,2024,1
R,R,F,Hard,3,1,2024,0
R,R,R16,Hard,3,1,2024,0
R,R,R32,Clay,3,1,2024,1
R,R,F,Hard,3,1,2024,1
R,R,RR,Hard,3,1,2024,1
R,R,RR,Hard,3,1,2024,0
R,R,SF,Hard,3,1,2024,1
R,R,QF,Clay,3,1,2024,0
R,R,SF,Hard,3,1,2024,0
R,R,RR,Hard,3,1,2024,1
L,R,RR,Hard,3,1,2024,0
R,R,QF,Hard,3,1,2024,1
R,L,R32,Hard,3,1,2024,1
R,R,R32,Clay,3,1,2024,0
R,R,QF,Hard,3,1,2024,0
L,R,QF,Hard,3,1,2024,0
R,R,Q2,Hard,3,1,2024,1
R,R,Q2,Hard,3,1,2024,0
R,R,F,Hard,3,1,2024,0
R,R,F,Hard,3,1,2024,0
R,R,SF,Hard,3,1,2024,1
R,R,SF,Hard,3,1,2024,1
R,R,SF,Hard,3,1,2024,1
R,R,QF,Hard,3,1,2024,0
R,R,RR,Hard,3,1,2024,1
R,R,RR,Hard,3,1,2024,0
R,R,RR,Hard,3,1,2024,1
R,R,RR,Hard,3,1,2024,0
R,R,R32,Hard,3,1,2024,0
R,R,RR,Hard,3,1,2024,1
R,R,RR,Hard,3,1,2024,0
R,R,RR,Hard,3,1,2024,1
R,R,RR,Hard,3,1,2024,1
R,R,F,Hard,3,1,2024,0
L,R,SF,Hard,3,1,2024,1
L,R,SF,Hard,3,1,2024,1
R,R,R16,Hard,3,1,2024,0
R,R,R32,Hard,3,1,2024,0
L,R,F,Hard,3,1,2024,0
L,R,F,Clay,3,1,2024,1
R,R,SF,Hard,3,1,2024,1
R,R,QF,Hard,3,1,2024,0
R,R,QF,Clay,3,1,2024,1
R,R,QF,Hard,3,1,2024,0
R,R,R16,Hard,3,1,2024,1
L,R,R32,Hard,3,1,2024,1
R,R,R32,Hard,3,1,2024,1
R,R,R64,Hard,3,1,2024,0
R,R,R64,Hard,3,1,2024,1
R,L,R32,Hard,3,1,2024,1
R,R,R32,Hard,3,1,2024,1
R,R,R32,Hard,3,1,2024,0
R,R,R32,Hard,3,1,2024,1
R,L,Q1,Hard,3,1,2024,0
R,R,R64,Hard,3,1,2024,1
L,R,SF,Hard,3,1,2024,1
L,R,QF,Hard,3,1,2024,1
R,R,QF,Hard,3,1,2024,1
R,R,R16,Clay,3,1,2024,1
R,R,R16,Hard,3,1,2024,0
R,R,R16,Hard,3,1,2024,1
R,R,R32,Hard,3,1,2024,0
R,R,R16,Hard,3,1,2024,1
R,R,R32,Hard,3,1,2024,1
R,R,R32,Hard,3,1,2024,1
R,R,R32,Clay,3,1,2024,1
R,L,R32,Hard,3,1,2024,0
R,R,R32,Hard,3,1,2024,0
R,R,R32,Hard,3,1,2024,1
R,R,F,Hard,3,1,2024,1
R,R,F,Hard,3,1,2024,1
R,R,SF,Hard,3,1,2024,1
L,R,RR,Hard,3,1,2024,0
R,R,QF,Hard,3,1,2024,0
R,R,QF,Clay,3,1,2024,0
R,R,QF,Hard,3,1,2024,0
R,R,R16,Hard,3,1,2024,0
R,R,R16,Clay,3,1,2024,1
R,R,R16,Hard,3,1,2024,0
L,R,R32,Clay,3,1,2024,0
R,R,R32,Hard,3,1,2024,1
R,R,F,Clay,3,1,2024,0
R,R,F,Hard,3,1,2024,0
L,R,F,Hard,3,1,2024,1
R,R,SF,Hard,3,1,2024,0
R,R,SF,Hard,3,1,2024,1
R,R,QF,Hard,3,1,2024,1
R,R,QF,Hard,3,1,2024,0
R,R,QF,Hard,3,1,2024,1
R,R,QF,Hard,3,1,2024,1
R,R,R16,Hard,3,1,2024,1
R,R,R16,Hard,3,1,2024,0
R,R,R16,Hard,3,1,2024,1
R,R,R16,Hard,3,1,2024,0
L,R,R16,Hard,3,1,2024,0
R,R,R32,Hard,3,1,2024,1
L,R,R64,Hard,3,1,2024,0
R,R,QF,Hard,3,1,2024,1
R,R,R64,Hard,3,1,2024,1
R,R,R128,Hard,3,1,2024,0
R,R,F,Hard,3,1,2024,1
L,R,F,Hard,3,1,2024,0
R,R,SF,Hard,3,1,2024,0
R,R,QF,Hard,3,1,2024,0
R,R,R16,Hard,3,1,2024,1
R,R,R16,Hard,3,1,2024,1
R,R,R16,Hard,3,1,2024,0
L,R,R16,Hard,3,1,2024,1
R,L,R16,Hard,3,1,2024,0
R,R,R32,Hard,3,1,2024,0
R,R,R32,Hard,3,1,2024,0
R,R,R32,Hard,3,1,2024,1
R,R,R32,Hard,3,1,2024,0
R,R,R32,Hard,3,1,2024,0
R,R,R32,Hard,3,1,2024,1
R,R,R32,Hard,3,1,2024,1
R,R,R32,Hard,3,1,2024,1
R,R,R32,Hard,3,1,2024,1
R,R,R16,Clay,3,1,2024,1
R,R,F,Hard,3,1,2024,1
R,L,F,Hard,3,1,2024,1
L,R,QF,Hard,3,1,2024,0
R,R,R16,Hard,3,1,2024,1
R,R,R16,Hard,3,1,2024,0
R,R,F,Clay,3,1,2024,1
R,L,RR,Hard,3,1,2024,1
R,R,RR,Hard,3,1,2024,1
R,R,RR,Hard,3,1,2024,1
R,R,RR,Hard,3,1,2024,0
R,R,RR,Hard,3,1,2024,1
R,R,F,Hard,5,A,2024,0
R,R,SF,Hard,5,A,2024,1
L,R,SF,Hard,5,A,2024,0
R,R,QF,Hard,5,A,2024,0
R,R,QF,Hard,5,A,2024,0
R,R,R16,Hard,5,A,2024,0
R,R,R16,Hard,5,A,2024,1
R,R,R32,Hard,5,A,2024,1
R,R,R16,Hard,5,1,2024,1
R,R,R16,Hard,5,A,2024,0
R,R,R32,Hard,5,A,2024,1
R,R,R32,Hard,5,A,2024,0
L,R,R32,Hard,5,A,2024,1
R,R,R32,Hard,5,A,2024,0
R,R,R32,Hard,5,A,2024,0
R,R,R32,Hard,5,1,2024,0
R,R,R32,Hard,5,A,2024,1
L,R,R32,Hard,5,A,2024,0
R,R,R32,Hard,5,A,2024,1
R,R,R64,Hard,5,A,2024,1
R,R,R64,Hard,5,A,2024,0
R,R,R64,Hard,5,A,2024,0
R,R,R64,Hard,5,A,2024,1
R,R,R64,Hard,5,A,2024,0
R,R,R64,Hard,5,A,2024,1
R,R,R64,Hard,5,A,2024,0
L,R,R64,Hard,5,A,2024,0
R,R,R64,Hard,5,A,2024,1
R,R,R64,Hard,5,A,2024,1
R,R,R128,Hard,5,A,2024,1
R,R,R128,Hard,5,A,2024,0
R,L,R128,Hard,5,A,2024,0
R,R,R128,Hard,5,A,2024,0
R,R,R128,Hard,5,A,2024,0
L,R,R128,Hard,5,A,2024,0
R,R,R128,Hard,5,A,2024,0
R,R,R128,Hard,5,A,2024,1
R,R,R128,Hard,5,A,2024,1
R,R,R128,Hard,5,A,2024,1
R,R,R128,Hard,5,A,2024,1
R,R,R128,Hard,5,A,2024,1
R,R,R128,Hard,5,A,2024,1
R,R,R128,Hard,5,A,2024,1
R,R,R128,Hard,5,A,2024,0
R,R,R128,Hard,5,A,2024,0
R,R,R128,Hard,5,A,2024,1
R,R,R128,Hard,5,A,2024,1
R,R,R128,Hard,5,A,2024,1
L,R,R128,Hard,5,A,2024,1
R,R,SF,Hard,3,1,2024,1
R,R,Q3,Hard,3,A,2024,0
R,R,Q3,Hard,3,A,2024,0
R,R,F,Hard,3,1,2024,1
R,R,SF,Hard,3,1,2024,1
R,R,QF,Hard,3,1,2024,0
L,R,QF,Hard,3,1,2024,0
R,R,QF,Hard,3,1,2024,0
R,R,R32,Hard,3,1,2024,0
R,R,R16,Hard,3,1,2024,1
R,R,R32,Hard,3,1,2024,0
R,R,R32,Hard,3,1,2024,1
R,R,R32,Hard,3,1,2024,1
R,L,R32,Hard,3,1,2024,1
R,R,R32,Hard,3,1,2024,1
R,R,R32,Hard,3,1,2024,1
R,R,R64,Hard,3,1,2024,1
R,R,R64,Hard,3,1,2024,0
R,R,Q2,Hard,3,1,2024,1
R,R,F,Hard,3,1,2024,0
R,R,SF,Hard,3,1,2024,0
R,R,SF,Hard,3,1,2024,1
R,R,QF,Hard,3,1,2024,0
R,R,QF,Hard,3,1,2024,0
R,R,R64,Hard,3,1,2024,1
R,R,R16,Hard,3,1,2024,1
R,R,R16,Hard,3,1,2024,0
R,R,R16,Hard,3,1,2024,0
L,R,R16,Hard,3,1,2024,0
R,R,QF,Hard,3,1,2024,1
R,R,QF,Hard,3,1,2024,1
R,R,QF,Clay,3,1,2024,0
R,R,R64,Hard,3,1,2024,0
R,R,R32,Hard,3,1,2024,0
R,L,R32,Hard,3,1,2024,0
R,R,R32,Hard,3,1,2024,0
R,R,R32,Hard,3,1,2024,1
R,R,R32,Hard,3,1,2024,1
R,R,R32,Hard,3,1,2024,1
R,R,R16,Hard,3,1,2024,1
R,R,R64,Hard,3,1,2024,1
R,R,R64,Hard,3,1,2024,1
R,L,R64,Hard,3,1,2024,0
R,R,R64,Hard,3,1,2024,1
R,R,F,Hard,3,1,2024,1
R,R,Q1,Hard,3,1,2024,0
R,R,BR,Clay,3,1,2024,0
R,R,F,Clay,3,1,2024,0
R,R,QF,Hard,3,1,2024,0
R,R,R16,Hard,3,1,2024,1
R,R,SF,Clay,3,1,2024,1
R,R,SF,Clay,3,1,2024,0
R,R,QF,Clay,3,1,2024,1
R,R,R32,Hard,3,1,2024,1
R,R,R16,Clay,3,1,2024,1
R,L,R16,Clay,3,1,2024,1
R,R,R16,Clay,3,1,2024,1
R,R,R16,Clay,3,1,2024,1
R,R,R32,Clay,3,1,2024,0
R,L,R32,Clay,3,1,2024,1
R,R,R32,Clay,3,1,2024,1
R,R,R64,Clay,3,1,2024,1
R,R,R64,Clay,3,1,2024,1
L,R,R64,Clay,3,1,2024,1
R,R,R64,Clay,3,1,2024,0
R,R,F,Clay,3,1,2024,1
R,R,R64,Clay,3,1,2024,0
R,R,SF,Clay,3,1,2024,0
R,R,QF,Clay,3,1,2024,0
R,R,R16,Hard,3,1,2024,1
L,L,R16,Hard,3,1,2024,0
R,R,R16,Clay,3,1,2024,0
R,R,R16,Hard,3,1,2024,1
R,R,R32,Hard,3,1,2024,0
R,R,F,Clay,3,1,2024,1
R,R,F,Clay,3,1,2024,0
R,R,SF,Grass,3,1,2024,0
R,R,SF,Grass,3,1,2024,1
R,R,SF,Clay,3,1,2024,0
R,R,SF,Clay,3,1,2024,1
R,R,SF,Hard,3,1,2024,1
R,R,SF,Hard,3,1,2024,0
R,R,QF,Clay,3,1,2024,0
R,R,QF,Clay,3,1,2024,0
R,R,QF,Clay,3,1,2024,1
R,R,R32,Grass,3,1,2024,0
L,R,R32,Clay,3,1,2024,1
R,R,R32,Grass,3,1,2024,0
R,R,F,Clay,3,1,2024,0
R,R,SF,Grass,5,A,2024,1
R,R,SF,Grass,5,A,2024,0
R,R,R16,Hard,3,1,2024,0
R,R,QF,Grass,5,A,2024,0
R,R,QF,Grass,5,A,2024,0
R,R,QF,Grass,5,A,2024,1
R,R,R16,Grass,5,A,2024,1
R,R,R16,Grass,5,A,2024,1
R,R,R16,Grass,5,A,2024,0
L,R,R16,Grass,5,A,2024,0
R,R,F,Hard,3,1,2024,1
R,R,R32,Grass,5,1,2024,1
R,R,R32,Grass,5,A,2024,1
R,R,R32,Grass,5,A,2024,1
R,R,QF,Clay,3,1,2024,1
R,R,R64,Grass,5,A,2024,0
R,L,R64,Grass,5,A,2024,1
R,R,R64,Grass,5,A,2024,1
R,R,R64,Grass,5,A,2024,1
R,R,R128,Grass,5,A,2024,1
R,R,R128,Grass,5,A,2024,1
R,R,R128,Grass,5,A,2024,1
R,R,R128,Grass,5,A,2024,0
R,R,R128,Grass,5,A,2024,1
R,R,R128,Grass,5,A,2024,1
R,R,R128,Grass,5,A,2024,1
R,R,R128,Grass,5,A,2024,0
R,R,R128,Grass,5,A,2024,0
R,R,R128,Grass,5,A,2024,1
R,R,R128,Grass,5,A,2024,1
R,R,R128,Grass,5,A,2024,1
R,L,R128,Grass,5,A,2024,1
R,R,R128,Grass,5,A,2024,1
R,R,R128,Grass,5,A,2024,0
R,R,R32,Hard,3,1,2024,0
R,R,Q2,Hard,3,1,2024,0
R,R,R16,Grass,3,1,2024,1
L,R,R32,Grass,3,1,2024,0
R,R,F,Grass,3,1,2024,1
R,R,F,Grass,3,1,2024,0
R,R,F,Clay,3,1,2024,1
R,R,SF,Grass,3,1,2024,1
R,R,SF,Grass,3,1,2024,1
R,R,SF,Grass,3,1,2024,0
R,R,SF,Grass,3,1,2024,1
R,R,QF,Grass,3,1,2024,0
R,R,QF,Grass,3,1,2024,1
R,R,QF,Grass,3,1,2024,0
R,R,R16,Grass,3,1,2024,0
R,R,R16,Grass,3,1,2024,1
R,R,R16,Grass,3,1,2024,0
R,R,R16,Grass,3,1,2024,0
R,L,R16,Grass,3,1,2024,1
R,R,R32,Grass,3,1,2024,0
R,R,R32,Grass,3,1,2024,1
R,R,R32,Grass,3,1,2024,0
R,L,R32,Grass,3,1,2024,1
R,R,R32,Grass,3,1,2024,1
R,R,F,Grass,3,1,2024,1
L,R,SF,Grass,3,1,2024,0
R,R,SF,Grass,3,1,2024,0
R,R,SF,Grass,3,1,2024,0
R,L,SF,Grass,3,1,2024,0
R,R,QF,Grass,3,1,2024,0
R,R,QF,Grass,3,1,2024,1
R,R,R16,Grass,3,1,2024,1
L,R,R16,Grass,3,1,2024,0
R,R,R16,Grass,3,1,2024,1
L,R,R16,Grass,3,1,2024,1
R,L,R16,Grass,3,1,2024,1
R,R,R16,Grass,3,1,2024,1
R,R,R32,Grass,3,1,2024,0
R,R,R32,Grass,3,1,2024,0
R,R,F,Clay,5,A,2024,0
R,R,F,Clay,3,A,2024,1
R,R,SF,Clay,5,0,2024,0
R,R,SF,Clay,5,A,2024,1
R,R,QF,Clay,3,1,2024,1
R,R,R16,Clay,5,A,2024,1
R,R,QF,Clay,5,0,2024,0
R,R,R16,Clay,5,A,2024,1
R,L,R16,Clay,5,A,2024,1
R,R,R16,Clay,5,A,2024,1
R,R,R16,Clay,5,A,2024,1
R,R,R32,Clay,5,A,2024,0
R,R,R32,Clay,5,A,2024,1
R,R,R32,Clay,5,1,2024,1
R,R,R32,Clay,5,A,2024,0
R,R,R32,Clay,5,A,2024,0
R,R,R32,Clay,5,A,2024,1
R,L,R32,Clay,5,A,2024,1
L,R,R32,Clay,5,A,2024,0
R,R,R64,Clay,5,A,2024,1
R,R,R64,Clay,5,A,2024,1
R,R,R64,Clay,5,A,2024,0
R,R,R64,Clay,5,A,2024,1
R,R,R16,Clay,3,1,2024,1
R,R,R16,Clay,3,1,2024,0
R,R,R64,Clay,5,A,2024,0
R,R,R64,Clay,5,A,2024,0
R,R,R64,Clay,3,1,2024,1
R,R,R128,Clay,5,A,2024,0
R,R,R128,Clay,5,A,2024,1
R,R,R128,Clay,5,A,2024,0
R,R,R128,Clay,5,A,2024,0
R,R,R128,Clay,5,A,2024,0
R,R,R128,Clay,5,A,2024,1
R,R,R128,Clay,5,A,2024,0
R,R,R128,Clay,5,A,2024,1
L,R,R128,Clay,5,A,2024,0
R,R,R128,Clay,5,A,2024,0
R,R,R128,Clay,5,A,2024,1
R,R,R128,Clay,5,A,2024,0
L,R,R128,Clay,5,A,2024,0
R,R,R128,Clay,5,A,2024,1
R,L,R128,Clay,5,A,2024,1
R,R,R128,Clay,5,A,2024,1
R,R,R128,Clay,5,A,2024,1
R,R,R128,Clay,5,A,2024,0
R,R,F,Clay,3,1,2024,1
R,R,QF,Clay,3,1,2024,0
R,R,F,Clay,3,1,2024,1
R,R,SF,Clay,3,1,2024,1
L,R,SF,Clay,3,1,2024,0
L,R,QF,Clay,3,1,2024,1
R,R,QF,Clay,3,1,2024,0
R,R,QF,Clay,3,1,2024,0
L,R,R16,Clay,3,1,2024,1
R,R,R16,Clay,3,1,2024,0
R,R,QF,Clay,3,1,2024,0
L,R,QF,Clay,3,1,2024,1
R,R,R16,Clay,3,1,2024,1
R,R,R16,Clay,3,1,2024,0
R,R,R16,Clay,3,1,2024,1
R,R,R32,Clay,3,1,2024,1
R,R,R16,Clay,3,1,2024,1
R,R,R32,Clay,3,1,2024,1
R,L,R32,Clay,3,1,2024,0
R,L,R64,Clay,3,1,2024,1
R,R,R64,Clay,3,1,2024,1
R,L,R64,Clay,3,1,2024,1
R,R,R64,Clay,3,1,2024,0
R,R,R128,Clay,3,1,2024,0
R,R,R128,Clay,3,1,2024,0
R,R,R128,Clay,3,1,2024,0
L,R,F,Clay,3,1,2024,0
R,R,F,Clay,3,1,2024,1
R,R,F,Clay,3,1,2024,0
R,R,SF,Clay,3,1,2024,0
R,R,SF,Clay,3,1,2024,1
R,R,SF,Clay,3,1,2024,1
R,R,QF,Clay,3,1,2024,1
R,R,QF,Clay,3,1,2024,1
R,R,QF,Clay,3,1,2024,1
R,R,R16,Clay,3,1,2024,1
R,R,R16,Clay,3,1,2024,1
R,R,R16,Clay,3,1,2024,1
R,R,R32,Clay,3,1,2024,1
R,R,R32,Hard,3,1,2024,0
L,R,R32,Clay,3,1,2024,0
R,R,R32,Clay,3,1,2024,1
R,R,R32,Clay,3,1,2024,1
R,R,R32,Clay,3,1,2024,1
L,R,R64,Clay,3,1,2024,1
R,R,R64,Clay,3,1,2024,1
L,R,R64,Clay,3,1,2024,1
R,R,R64,Clay,3,1,2024,1
R,L,R64,Clay,3,1,2024,1
R,R,R64,Clay,3,1,2024,1
R,R,R64,Clay,3,1,2024,0
L,R,R128,Clay,3,1,2024,1
L,L,R128,Clay,3,1,2024,0
R,R,R128,Clay,3,1,2024,0
R,R,Q1,Clay,3,1,2024,1
R,R,Q1,Clay,3,1,2024,0
R,R,Q1,Clay,3,1,2024,1
R,R,SF,Clay,3,1,2024,1
R,R,QF,Clay,3,1,2024,1
R,R,R16,Clay,3,1,2024,1
R,R,R16,Clay,3,1,2024,1
R,R,R16,Clay,3,1,2024,0
R,R,R16,Clay,3,1,2024,1
L,R,R32,Clay,3,1,2024,0
R,R,R32,Clay,3,1,2024,0
R,R,R32,Clay,3,1,2024,0
R,R,R32,Clay,3,1,2024,0
R,R,R32,Clay,3,1,2024,0
L,R,R64,Clay,3,1,2024,1
L,R,R64,Clay,3,1,2024,0
R,R,R32,Clay,3,1,2024,1
R,R,R64,Clay,3,1,2024,0
L,L,R64,Clay,3,1,2024,1
R,R,Q1,Hard,3,1,2024,1
R,R,SF,Clay,3,1,2024,0
R,R,SF,Clay,3,1,2024,0
L,R,QF,Clay,3,1,2024,0
R,R,QF,Clay,3,1,2024,1
R,R,QF,Clay,3,1,2024,0
R,R,QF,Clay,3,1,2024,0
R,R,R16,Clay,3,1,2024,1
R,R,R16,Clay,3,1,2024,1
R,R,R16,Clay,3,1,2024,0
R,R,R16,Clay,3,1,2024,0
R,R,R16,Clay,3,1,2024,0
R,R,R16,Clay,3,1,2024,0
R,R,R32,Clay,3,1,2024,1
R,R,R32,Clay,3,1,2024,0
R,R,R32,Clay,3,1,2024,0
R,R,R32,Clay,3,1,2024,0
L,R,R32,Clay,3,1,2024,0
R,R,R64,Clay,3,1,2024,0
R,R,R64,Clay,3,1,2024,0
R,L,R64,Clay,3,1,2024,1
R,R,R32,Clay,3,1,2024,0
R,R,R32,Clay,3,1,2024,1
R,R,R64,Clay,3,1,2024,0
